"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","3747","Browser back button does not restore active session","tests","Tue Mar 31 00:42:36 UTC 2026","passed","Tue Mar 31 00:42:40 UTC 2026","TestLogout","test_auth","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","3408","Prevent direct access to inventory without authentication","tests","Tue Mar 31 00:42:26 UTC 2026","passed","Tue Mar 31 00:42:29 UTC 2026","TestLogin","test_auth","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","1105","Multi-tab session sync upon logout","tests","Tue Mar 31 00:42:41 UTC 2026","passed","Tue Mar 31 00:42:42 UTC 2026","TestLogout","test_auth","",""
"
        Verify that the authentication cookie is completely removed from the browser.
        ","655","Session cookie is cleared upon logout","tests","Tue Mar 31 00:42:34 UTC 2026","passed","Tue Mar 31 00:42:35 UTC 2026","TestLogout","test_auth","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","455","Standard user logs in successfully","tests","Tue Mar 31 00:42:17 UTC 2026","passed","Tue Mar 31 00:42:18 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","380","Negative Test: Empty Account","tests","Tue Mar 31 00:42:21 UTC 2026","passed","Tue Mar 31 00:42:21 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","669","User logs out successfully from the main page","tests","Tue Mar 31 00:42:32 UTC 2026","passed","Tue Mar 31 00:42:33 UTC 2026","TestLogout","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","402","Negative Test: Locked Out User","tests","Tue Mar 31 00:42:19 UTC 2026","passed","Tue Mar 31 00:42:19 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","430","Case Sensitivity Test: Swapped Password Case","tests","Tue Mar 31 00:42:25 UTC 2026","passed","Tue Mar 31 00:42:25 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","415","Case Sensitivity Test: Swapped Username Case","tests","Tue Mar 31 00:42:24 UTC 2026","passed","Tue Mar 31 00:42:24 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","406","Negative Test: Wrong Password","tests","Tue Mar 31 00:42:20 UTC 2026","passed","Tue Mar 31 00:42:20 UTC 2026","TestLogin","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","751","Session persists across multiple tabs","tests","Tue Mar 31 00:42:30 UTC 2026","passed","Tue Mar 31 00:42:31 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","419","Negative Test: Non-existent Account","tests","Tue Mar 31 00:42:22 UTC 2026","passed","Tue Mar 31 00:42:23 UTC 2026","TestLogin","test_auth","",""
