"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that no broken images are displayed on the inventory page.","72","Verify all product images load successfully without broken links","tests","Wed Apr 08 02:06:11 UTC 2026","passed","Wed Apr 08 02:06:11 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Dynamically fetch all items on the page and verify their navigation.","1099","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Wed Apr 08 02:06:09 UTC 2026","passed","Wed Apr 08 02:06:10 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that clicking a product name or image opens its detail page.","102","Clicking an item name navigates to the Product Detail Page","tests","Wed Apr 08 02:06:06 UTC 2026","passed","Wed Apr 08 02:06:06 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","669","User logs out successfully from the main page","tests","Wed Apr 08 02:05:51 UTC 2026","passed","Wed Apr 08 02:05:52 UTC 2026","TestLogout","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","107","Verify items can be sorted by price (Low to High)","tests","Wed Apr 08 02:06:02 UTC 2026","passed","Wed Apr 08 02:06:02 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that the authentication cookie is completely removed from the browser.
        ","660","Session cookie is cleared upon logout","tests","Wed Apr 08 02:05:53 UTC 2026","passed","Wed Apr 08 02:05:53 UTC 2026","TestLogout","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","298","Negative Test: Empty Account","tests","Wed Apr 08 02:05:43 UTC 2026","passed","Wed Apr 08 02:05:43 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","703","Browser back button does not restore active session","tests","Wed Apr 08 02:05:54 UTC 2026","passed","Wed Apr 08 02:05:55 UTC 2026","TestLogout","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","78","Verify items can be sorted by name (A to Z)","tests","Wed Apr 08 02:06:04 UTC 2026","passed","Wed Apr 08 02:06:04 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","330","Standard user logs in successfully","tests","Wed Apr 08 02:05:40 UTC 2026","passed","Wed Apr 08 02:05:40 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","320","Case Sensitivity Test: Swapped Username Case","tests","Wed Apr 08 02:05:45 UTC 2026","passed","Wed Apr 08 02:05:45 UTC 2026","TestLogin","test_auth","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1180","Removing an item updates the cart badge count","tests","Wed Apr 08 02:05:59 UTC 2026","passed","Wed Apr 08 02:06:01 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","125","Verify redirection to login page after session expiration","tests","Wed Apr 08 02:05:50 UTC 2026","passed","Wed Apr 08 02:05:50 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","320","Negative Test: Locked Out User","tests","Wed Apr 08 02:05:41 UTC 2026","passed","Wed Apr 08 02:05:41 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","102","Clicking an item image navigates to the Product Detail Page","tests","Wed Apr 08 02:06:08 UTC 2026","passed","Wed Apr 08 02:06:08 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","93","Adding an item updates the cart badge count","tests","Wed Apr 08 02:05:58 UTC 2026","passed","Wed Apr 08 02:05:58 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","443","Session persists across multiple tabs","tests","Wed Apr 08 02:05:48 UTC 2026","passed","Wed Apr 08 02:05:49 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","324","Case Sensitivity Test: Swapped Password Case","tests","Wed Apr 08 02:05:46 UTC 2026","passed","Wed Apr 08 02:05:46 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","314","Negative Test: Wrong Password","tests","Wed Apr 08 02:05:42 UTC 2026","passed","Wed Apr 08 02:05:42 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","106","Verify items can be sorted by price (High to Low)","tests","Wed Apr 08 02:06:03 UTC 2026","passed","Wed Apr 08 02:06:03 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by name.","106","Verify items can be sorted by name (Z to A)","tests","Wed Apr 08 02:06:05 UTC 2026","passed","Wed Apr 08 02:06:05 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","918","Multi-tab session sync upon logout","tests","Wed Apr 08 02:05:56 UTC 2026","passed","Wed Apr 08 02:05:57 UTC 2026","TestLogout","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","317","Negative Test: Non-existent Account","tests","Wed Apr 08 02:05:44 UTC 2026","passed","Wed Apr 08 02:05:44 UTC 2026","TestLogin","test_auth","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","501","Prevent direct access to inventory without authentication","tests","Wed Apr 08 02:05:47 UTC 2026","passed","Wed Apr 08 02:05:47 UTC 2026","TestLogin","test_auth","",""
