"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","336","Negative Test: Non-existent Account","tests","Thu Apr 09 00:30:51 UTC 2026","passed","Thu Apr 09 00:30:51 UTC 2026","TestLogin","test_auth","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1187","Removing an item updates the cart badge count","tests","Thu Apr 09 00:31:06 UTC 2026","passed","Thu Apr 09 00:31:07 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","907","Multi-tab session sync upon logout","tests","Thu Apr 09 00:31:02 UTC 2026","passed","Thu Apr 09 00:31:03 UTC 2026","TestLogout","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","331","Case Sensitivity Test: Swapped Password Case","tests","Thu Apr 09 00:30:53 UTC 2026","passed","Thu Apr 09 00:30:53 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","101","Clicking an item name navigates to the Product Detail Page","tests","Thu Apr 09 00:31:12 UTC 2026","passed","Thu Apr 09 00:31:12 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","331","Negative Test: Wrong Password","tests","Thu Apr 09 00:30:49 UTC 2026","passed","Thu Apr 09 00:30:49 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","674","User logs out successfully from the main page","tests","Thu Apr 09 00:30:57 UTC 2026","passed","Thu Apr 09 00:30:58 UTC 2026","TestLogout","test_auth","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","713","Browser back button does not restore active session","tests","Thu Apr 09 00:31:01 UTC 2026","passed","Thu Apr 09 00:31:01 UTC 2026","TestLogout","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","110","Verify items can be sorted by name (Z to A)","tests","Thu Apr 09 00:31:11 UTC 2026","passed","Thu Apr 09 00:31:11 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","331","Case Sensitivity Test: Swapped Username Case","tests","Thu Apr 09 00:30:52 UTC 2026","passed","Thu Apr 09 00:30:52 UTC 2026","TestLogin","test_auth","",""
"
        Verify that the authentication cookie is completely removed from the browser.
        ","670","Session cookie is cleared upon logout","tests","Thu Apr 09 00:30:59 UTC 2026","passed","Thu Apr 09 00:31:00 UTC 2026","TestLogout","test_auth","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","307","Prevent direct access to inventory without authentication","tests","Thu Apr 09 00:30:54 UTC 2026","passed","Thu Apr 09 00:30:54 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","103","Clicking an item image navigates to the Product Detail Page","tests","Thu Apr 09 00:31:13 UTC 2026","passed","Thu Apr 09 00:31:13 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by name.","80","Verify items can be sorted by name (A to Z)","tests","Thu Apr 09 00:31:10 UTC 2026","passed","Thu Apr 09 00:31:10 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Dynamically fetch all items on the page and verify their navigation.","1141","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Thu Apr 09 00:31:14 UTC 2026","passed","Thu Apr 09 00:31:16 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","99","Adding an item updates the cart badge count","tests","Thu Apr 09 00:31:04 UTC 2026","passed","Thu Apr 09 00:31:05 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","112","Verify items can be sorted by price (High to Low)","tests","Thu Apr 09 00:31:09 UTC 2026","passed","Thu Apr 09 00:31:09 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that no broken images are displayed on the inventory page.","77","Verify all product images load successfully without broken links","tests","Thu Apr 09 00:31:17 UTC 2026","passed","Thu Apr 09 00:31:17 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","316","Negative Test: Empty Account","tests","Thu Apr 09 00:30:50 UTC 2026","passed","Thu Apr 09 00:30:50 UTC 2026","TestLogin","test_auth","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","133","Verify redirection to login page after session expiration","tests","Thu Apr 09 00:30:56 UTC 2026","passed","Thu Apr 09 00:30:56 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","330","Negative Test: Locked Out User","tests","Thu Apr 09 00:30:48 UTC 2026","passed","Thu Apr 09 00:30:48 UTC 2026","TestLogin","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","443","Session persists across multiple tabs","tests","Thu Apr 09 00:30:55 UTC 2026","passed","Thu Apr 09 00:30:55 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","113","Verify items can be sorted by price (Low to High)","tests","Thu Apr 09 00:31:08 UTC 2026","passed","Thu Apr 09 00:31:08 UTC 2026","TestInventoryInteractions","test_inventory","",""
