"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the inventory items can be correctly sorted by price.","132","Verify items can be sorted by price (Low to High)","tests","Thu Apr 02 04:49:59 UTC 2026","passed","Thu Apr 02 04:49:59 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","402","Negative Test: Non-existent Account","tests","Thu Apr 02 04:49:16 UTC 2026","passed","Thu Apr 02 04:49:17 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","90","Verify items can be sorted by name (A to Z)","tests","Thu Apr 02 04:50:02 UTC 2026","passed","Thu Apr 02 04:50:02 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that clicking a product name or image opens its detail page.","136","Clicking an item image navigates to the Product Detail Page","tests","Thu Apr 02 04:50:07 UTC 2026","passed","Thu Apr 02 04:50:07 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Dynamically fetch all items on the page and verify their navigation.","1358","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Thu Apr 02 04:50:09 UTC 2026","passed","Thu Apr 02 04:50:10 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","390","Negative Test: Wrong Password","tests","Thu Apr 02 04:49:13 UTC 2026","passed","Thu Apr 02 04:49:14 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","386","Negative Test: Locked Out User","tests","Thu Apr 02 04:49:12 UTC 2026","passed","Thu Apr 02 04:49:12 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","413","Case Sensitivity Test: Swapped Password Case","tests","Thu Apr 02 04:49:19 UTC 2026","passed","Thu Apr 02 04:49:20 UTC 2026","TestLogin","test_auth","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","955","Multi-tab session sync upon logout","tests","Thu Apr 02 04:49:52 UTC 2026","passed","Thu Apr 02 04:49:53 UTC 2026","TestLogout","test_auth","",""
"Verify that no broken images are displayed on the inventory page.","94","Verify all product images load successfully without broken links","tests","Thu Apr 02 04:50:12 UTC 2026","passed","Thu Apr 02 04:50:12 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","10697","Prevent direct access to inventory without authentication","tests","Thu Apr 02 04:49:20 UTC 2026","passed","Thu Apr 02 04:49:31 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","357","Negative Test: Empty Account","tests","Thu Apr 02 04:49:15 UTC 2026","passed","Thu Apr 02 04:49:15 UTC 2026","TestLogin","test_auth","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","110","Adding an item updates the cart badge count","tests","Thu Apr 02 04:49:55 UTC 2026","passed","Thu Apr 02 04:49:55 UTC 2026","TestInventoryInteractions","test_inventory","",""
