"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the inventory items can be correctly sorted by price.","103","Verify items can be sorted by price (High to Low)","tests","Thu Apr 02 05:27:19 UTC 2026","passed","Thu Apr 02 05:27:19 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","285","Case Sensitivity Test: Swapped Password Case","tests","Thu Apr 02 05:26:43 UTC 2026","passed","Thu Apr 02 05:26:43 UTC 2026","TestLogin","test_auth","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","88","Adding an item updates the cart badge count","tests","Thu Apr 02 05:27:14 UTC 2026","passed","Thu Apr 02 05:27:14 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","10749","Browser back button does not restore active session","tests","Thu Apr 02 05:27:01 UTC 2026","passed","Thu Apr 02 05:27:11 UTC 2026","TestLogout","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","105","Verify items can be sorted by price (Low to High)","tests","Thu Apr 02 05:27:18 UTC 2026","passed","Thu Apr 02 05:27:18 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","260","Negative Test: Empty Account","tests","Thu Apr 02 05:26:40 UTC 2026","passed","Thu Apr 02 05:26:40 UTC 2026","TestLogin","test_auth","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","866","Multi-tab session sync upon logout","tests","Thu Apr 02 05:27:12 UTC 2026","passed","Thu Apr 02 05:27:13 UTC 2026","TestLogout","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","108","Clicking an item name navigates to the Product Detail Page","tests","Thu Apr 02 05:27:22 UTC 2026","passed","Thu Apr 02 05:27:22 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","286","Negative Test: Wrong Password","tests","Thu Apr 02 05:26:39 UTC 2026","passed","Thu Apr 02 05:26:39 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","283","Negative Test: Locked Out User","tests","Thu Apr 02 05:26:38 UTC 2026","passed","Thu Apr 02 05:26:38 UTC 2026","TestLogin","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","443","Session persists across multiple tabs","tests","Thu Apr 02 05:26:55 UTC 2026","passed","Thu Apr 02 05:26:55 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","290","Negative Test: Non-existent Account","tests","Thu Apr 02 05:26:41 UTC 2026","passed","Thu Apr 02 05:26:41 UTC 2026","TestLogin","test_auth","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","130","Verify redirection to login page after session expiration","tests","Thu Apr 02 05:26:56 UTC 2026","passed","Thu Apr 02 05:26:56 UTC 2026","TestLogin","test_auth","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1163","Removing an item updates the cart badge count","tests","Thu Apr 02 05:27:15 UTC 2026","passed","Thu Apr 02 05:27:17 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by name.","105","Verify items can be sorted by name (Z to A)","tests","Thu Apr 02 05:27:21 UTC 2026","passed","Thu Apr 02 05:27:21 UTC 2026","TestInventoryInteractions","test_inventory","",""
