"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Dynamically fetch all items on the page and verify their navigation.","1050","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Thu Apr 09 00:32:35 UTC 2026","passed","Thu Apr 09 00:32:37 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that the authentication cookie is completely removed from the browser.
        ","663","Session cookie is cleared upon logout","tests","Thu Apr 09 00:32:18 UTC 2026","passed","Thu Apr 09 00:32:19 UTC 2026","TestLogout","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","453","Session persists across multiple tabs","tests","Thu Apr 09 00:32:13 UTC 2026","passed","Thu Apr 09 00:32:14 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","76","Verify items can be sorted by name (A to Z)","tests","Thu Apr 09 00:32:30 UTC 2026","passed","Thu Apr 09 00:32:30 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","487","Prevent direct access to inventory without authentication","tests","Thu Apr 09 00:32:12 UTC 2026","passed","Thu Apr 09 00:32:13 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","110","Verify items can be sorted by name (Z to A)","tests","Thu Apr 09 00:32:32 UTC 2026","passed","Thu Apr 09 00:32:32 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","140","Verify redirection to login page after session expiration","tests","Thu Apr 09 00:32:15 UTC 2026","passed","Thu Apr 09 00:32:15 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","327","Negative Test: Locked Out User","tests","Thu Apr 09 00:32:05 UTC 2026","passed","Thu Apr 09 00:32:06 UTC 2026","TestLogin","test_auth","",""
"Verify that no broken images are displayed on the inventory page.","72","Verify all product images load successfully without broken links","tests","Thu Apr 09 00:32:38 UTC 2026","passed","Thu Apr 09 00:32:38 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","107","Verify items can be sorted by price (Low to High)","tests","Thu Apr 09 00:32:28 UTC 2026","passed","Thu Apr 09 00:32:28 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","293","Negative Test: Empty Account","tests","Thu Apr 09 00:32:08 UTC 2026","passed","Thu Apr 09 00:32:08 UTC 2026","TestLogin","test_auth","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1168","Removing an item updates the cart badge count","tests","Thu Apr 09 00:32:25 UTC 2026","passed","Thu Apr 09 00:32:27 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","330","Standard user logs in successfully","tests","Thu Apr 09 00:32:04 UTC 2026","passed","Thu Apr 09 00:32:05 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","314","Negative Test: Non-existent Account","tests","Thu Apr 09 00:32:09 UTC 2026","passed","Thu Apr 09 00:32:09 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","305","Negative Test: Wrong Password","tests","Thu Apr 09 00:32:07 UTC 2026","passed","Thu Apr 09 00:32:07 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","312","Case Sensitivity Test: Swapped Password Case","tests","Thu Apr 09 00:32:11 UTC 2026","passed","Thu Apr 09 00:32:12 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","307","Case Sensitivity Test: Swapped Username Case","tests","Thu Apr 09 00:32:10 UTC 2026","passed","Thu Apr 09 00:32:10 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","99","Clicking an item image navigates to the Product Detail Page","tests","Thu Apr 09 00:32:34 UTC 2026","passed","Thu Apr 09 00:32:34 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","670","User logs out successfully from the main page","tests","Thu Apr 09 00:32:16 UTC 2026","passed","Thu Apr 09 00:32:17 UTC 2026","TestLogout","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","125","Verify items can be sorted by price (High to Low)","tests","Thu Apr 09 00:32:29 UTC 2026","passed","Thu Apr 09 00:32:29 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","709","Browser back button does not restore active session","tests","Thu Apr 09 00:32:20 UTC 2026","passed","Thu Apr 09 00:32:21 UTC 2026","TestLogout","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","106","Clicking an item name navigates to the Product Detail Page","tests","Thu Apr 09 00:32:33 UTC 2026","passed","Thu Apr 09 00:32:33 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","94","Adding an item updates the cart badge count","tests","Thu Apr 09 00:32:24 UTC 2026","passed","Thu Apr 09 00:32:24 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","928","Multi-tab session sync upon logout","tests","Thu Apr 09 00:32:22 UTC 2026","passed","Thu Apr 09 00:32:23 UTC 2026","TestLogout","test_auth","",""
