"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that the authentication cookie is completely removed from the browser.
        ","678","Session cookie is cleared upon logout","tests","Wed Apr 08 02:07:31 UTC 2026","passed","Wed Apr 08 02:07:32 UTC 2026","TestLogout","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","332","Negative Test: Empty Account","tests","Wed Apr 08 02:07:22 UTC 2026","passed","Wed Apr 08 02:07:22 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","722","Browser back button does not restore active session","tests","Wed Apr 08 02:07:33 UTC 2026","passed","Wed Apr 08 02:07:34 UTC 2026","TestLogout","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","105","Clicking an item image navigates to the Product Detail Page","tests","Wed Apr 08 02:07:47 UTC 2026","passed","Wed Apr 08 02:07:47 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","351","Prevent direct access to inventory without authentication","tests","Wed Apr 08 02:07:26 UTC 2026","passed","Wed Apr 08 02:07:26 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","344","Case Sensitivity Test: Swapped Username Case","tests","Wed Apr 08 02:07:24 UTC 2026","passed","Wed Apr 08 02:07:24 UTC 2026","TestLogin","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","463","Session persists across multiple tabs","tests","Wed Apr 08 02:07:27 UTC 2026","passed","Wed Apr 08 02:07:27 UTC 2026","TestLogin","test_auth","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1198","Removing an item updates the cart badge count","tests","Wed Apr 08 02:07:38 UTC 2026","passed","Wed Apr 08 02:07:39 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","103","Adding an item updates the cart badge count","tests","Wed Apr 08 02:07:37 UTC 2026","passed","Wed Apr 08 02:07:37 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","118","Verify items can be sorted by price (Low to High)","tests","Wed Apr 08 02:07:40 UTC 2026","passed","Wed Apr 08 02:07:40 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that no broken images are displayed on the inventory page.","78","Verify all product images load successfully without broken links","tests","Wed Apr 08 02:07:50 UTC 2026","passed","Wed Apr 08 02:07:50 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","340","Negative Test: Locked Out User","tests","Wed Apr 08 02:07:20 UTC 2026","passed","Wed Apr 08 02:07:20 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","353","Negative Test: Non-existent Account","tests","Wed Apr 08 02:07:23 UTC 2026","passed","Wed Apr 08 02:07:23 UTC 2026","TestLogin","test_auth","",""
"Dynamically fetch all items on the page and verify their navigation.","1131","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Wed Apr 08 02:07:48 UTC 2026","passed","Wed Apr 08 02:07:49 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","342","Negative Test: Wrong Password","tests","Wed Apr 08 02:07:21 UTC 2026","passed","Wed Apr 08 02:07:21 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","682","User logs out successfully from the main page","tests","Wed Apr 08 02:07:29 UTC 2026","passed","Wed Apr 08 02:07:30 UTC 2026","TestLogout","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","108","Clicking an item name navigates to the Product Detail Page","tests","Wed Apr 08 02:07:45 UTC 2026","passed","Wed Apr 08 02:07:45 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","343","Case Sensitivity Test: Swapped Password Case","tests","Wed Apr 08 02:07:25 UTC 2026","passed","Wed Apr 08 02:07:25 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","365","Standard user logs in successfully","tests","Wed Apr 08 02:07:19 UTC 2026","passed","Wed Apr 08 02:07:19 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","118","Verify items can be sorted by price (High to Low)","tests","Wed Apr 08 02:07:41 UTC 2026","passed","Wed Apr 08 02:07:41 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","928","Multi-tab session sync upon logout","tests","Wed Apr 08 02:07:35 UTC 2026","passed","Wed Apr 08 02:07:36 UTC 2026","TestLogout","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","89","Verify items can be sorted by name (A to Z)","tests","Wed Apr 08 02:07:43 UTC 2026","passed","Wed Apr 08 02:07:43 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","174","Verify redirection to login page after session expiration","tests","Wed Apr 08 02:07:28 UTC 2026","passed","Wed Apr 08 02:07:28 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","120","Verify items can be sorted by name (Z to A)","tests","Wed Apr 08 02:07:44 UTC 2026","passed","Wed Apr 08 02:07:44 UTC 2026","TestInventoryInteractions","test_inventory","",""
