"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the inventory items can be correctly sorted by name.","110","Verify items can be sorted by name (Z to A)","tests","Fri Apr 03 05:13:10 UTC 2026","passed","Fri Apr 03 05:13:10 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","304","Negative Test: Locked Out User","tests","Fri Apr 03 05:12:27 UTC 2026","passed","Fri Apr 03 05:12:27 UTC 2026","TestLogin","test_auth","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","10450","Prevent direct access to inventory without authentication","tests","Fri Apr 03 05:12:33 UTC 2026","passed","Fri Apr 03 05:12:43 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","321","Case Sensitivity Test: Swapped Username Case","tests","Fri Apr 03 05:12:31 UTC 2026","passed","Fri Apr 03 05:12:31 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","83","Verify items can be sorted by name (A to Z)","tests","Fri Apr 03 05:13:09 UTC 2026","passed","Fri Apr 03 05:13:09 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","303","Negative Test: Wrong Password","tests","Fri Apr 03 05:12:28 UTC 2026","passed","Fri Apr 03 05:12:28 UTC 2026","TestLogin","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","434","Session persists across multiple tabs","tests","Fri Apr 03 05:12:44 UTC 2026","passed","Fri Apr 03 05:12:44 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by price.","111","Verify items can be sorted by price (High to Low)","tests","Fri Apr 03 05:13:08 UTC 2026","passed","Fri Apr 03 05:13:08 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Dynamically fetch all items on the page and verify their navigation.","1101","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Fri Apr 03 05:13:13 UTC 2026","passed","Fri Apr 03 05:13:14 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","130","Verify redirection to login page after session expiration","tests","Fri Apr 03 05:12:45 UTC 2026","passed","Fri Apr 03 05:12:45 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","106","Clicking an item image navigates to the Product Detail Page","tests","Fri Apr 03 05:13:12 UTC 2026","passed","Fri Apr 03 05:13:12 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","327","Case Sensitivity Test: Swapped Password Case","tests","Fri Apr 03 05:12:32 UTC 2026","passed","Fri Apr 03 05:12:32 UTC 2026","TestLogin","test_auth","",""
